Hours_Studied,Attendance,Sleep_Hours,Previous_Scores,Tutoring_Sessions,Physical_Activity,Exam_Score,Access_to_Resources_Encoded,Parental_Involvement_Encoded,Motivation_Level_Encoded,Family_Income_Encoded,Teacher_Quality_Encoded,Peer_Influence_Encoded,Parental_Education_Level_Encoded,Distance_from_Home_Encoded,Extracurricular_Activities_Encoded,Internet_Access_Encoded,Learning_Disabilities_Encoded,School_Type_Encoded,Gender_Encoded
30.0,79,6,65,1.0,4,70.0,2,3,2,1,2,1,3,1,0,1,0,0,1
15.0,93,7,52,3.0,5,68.0,2,2,2,1,2,1,2,1,1,1,0,0,1
17.0,96,8,77,1.0,3,70.0,2,2,2,2,2,2,3,1,0,1,0,0,1
21.0,77,5,94,1.0,3,65.0,1,2,1,2,3,1,1,3,1,1,0,0,0
13.0,61,7,73,2.0,2,59.0,1,1,1,3,2,3,1,1,0,1,0,0,1
18.0,94,7,69,1.0,2,69.0,2,2,2,2,3,3,1,3,1,1,0,0,1
22.0,67,7,59,2.0,3,67.0,2,2,3,1,3,3,3,1,1,1,0,0,0
18.0,85,7,69,2.0,4,68.0,3,2,2,1,2,3,1,1,0,1,0,1,0
19.0,61,6,67,1.0,1,62.0,2,2,1,2,2,3,2,1,0,1,0,0,0
17.0,76,8,100,0.0,4,65.0,2,3,1,3,2,2,1,2,0,0,0,1,0
11.0,99,7,52,0.0,5,69.0,2,3,2,3,3,2,2,1,1,1,0,1,1
22.0,64,7,62,3.0,4,65.0,2,2,2,1,2,2,3,2,1,1,0,1,1
31.0,77,5,53,1.0,2,68.0,1,3,3,2,2,2,1,1,1,1,0,0,1
20.0,72,8,93,1.2926987210620042,2,68.0,1,3,2,1,3,3,1,1,1,1,0,0,0
21.0,96,6,71,3.0,3,71.0,2,3,3,2,2,1,1,1,1,0,0,0,1
24.0,95,9,90,3.0,4,71.0,1,2,2,1,1,3,1,2,1,1,0,0,0
12.0,70,5,85,1.0,3,66.0,2,3,3,3,2,3,3,1,0,1,0,0,1
30.0,63,8,96,1.2926987210620042,3,71.0,3,2,2,1,2,3,3,1,1,1,0,1,1
21.0,85,4,51,2.0,3,66.0,2,2,1,1,2,2,2,1,0,1,0,0,1
30.0,73,4,60,0.0,4,66.0,1,3,2,1,1,3,1,2,0,1,0,1,1
16.0,87,6,85,2.0,1,69.0,3,3,2,2,3,2,1,1,1,1,0,0,1
31.0,61,4,79,0.0,3,65.0,2,2,2,1,1,3,1,2,0,1,0,0,1
25.0,65,8,85,2.0,3,66.0,1,3,2,1,2,1,3,1,1,1,0,0,1
23.0,87,7,79,2.0,2,67.0,1,2,2,2,2,2,1,3,0,1,0,0,0
21.0,68,9,79,1.0,4,66.0,2,2,1,3,3,1,3,2,0,1,0,1,1
19.0,94,7,97,0.0,3,69.0,2,2,2,2,2,2,1,1,0,1,0,0,1
27.0,62,7,96,2.0,4,66.0,1,3,2,1,2,2,1,1,0,1,0,0,0
21.0,69,7,52,0.0,3,64.0,2,3,1,1,2,1,3,1,1,1,0,0,0
8.0,100,6,71,0.0,2,70.0,3,3,2,1,3,3,3,1,1,1,0,0,1
13.0,77,6,76,1.0,4,62.0,2,1,1,2,1,2,2,2,1,0,0,1,0
19.0,88,5,68,1.0,5,67.0,2,1,3,1,1,3,1,2,1,1,0,0,0
22.0,67,8,52,1.0,2,60.0,2,1,2,2,1,1,2,2,0,1,1,0,1
20.0,84,7,74,1.0,3,66.0,1,1,1,3,2,2,3,1,0,1,0,0,1
27.0,89,7,99,0.0,2,72.0,2,2,2,2,3,3,1,1,1,1,0,0,1
8.0,73,10,54,2.0,3,63.0,3,2,2,2,2,3,1,1,1,1,0,0,0
21.0,93,6,91,1.0,3,69.0,1,1,1,3,2,1,3,1,1,1,0,0,0
9.0,84,7,60,1.0,3,66.0,3,3,3,1,2,3,2,2,1,1,0,1,0
25.0,76,7,79,2.0,2,69.0,2,2,2,2,2,3,2,1,1,1,0,0,0
19.0,82,9,69,2.0,3,68.0,2,3,1,2,2,2,2,2,0,1,0,1,0
23.0,83,7,67,3.0,4,66.0,1,2,2,1,1,1,1,2,0,1,0,0,1
15.0,67,7,94,0.0,2,63.0,2,2,1,3,1,3,3,2,1,1,0,1,0
28.0,76,10,99,1.0,3,70.0,2,2,3,2,2,2,1,1,1,1,0,0,0
26.0,74,6,69,2.0,4,68.0,2,2,2,1,3,3,3,2,0,1,0,0,0
24.0,76,7,82,2.0,4,68.0,2,2,2,2,2,3,2,3,1,1,0,0,0
19.0,90,8,78,1.0,3,67.0,2,2,2,1,2,2,1,2,0,1,0,1,0
23.0,79,6,54,1.0,1,67.0,3,3,1,1,2,2,1,2,1,1,0,0,0
16.0,98,8,52,3.0,3,69.0,1,3,2,1,3,2,2,2,1,1,0,0,1
25.0,72,6,89,3.0,5,68.0,2,2,1,1,3,2,1,1,0,1,0,0,0
30.0,77,9,70,0.0,1,67.0,1,2,2,2,3,2,1,2,1,1,0,0,0
26.0,91,8,65,0.0,2,70.0,2,3,1,2,3,2,1,2,1,1,0,0,0
16.0,82,7,99,3.0,3,70.0,3,3,1,2,2,3,3,2,0,1,0,0,0
22.0,82,5,54,2.0,2,66.0,1,2,2,2,2,2,2,2,0,1,0,0,0
12.0,62,6,63,0.0,2,61.0,3,3,3,1,2,1,1,1,1,1,0,1,0
23.0,76,7,93,2.0,2,68.0,3,1,2,1,2,1,2,1,1,1,0,0,0
23.0,71,8,71,1.0,2,64.0,2,1,1,1,1,2,3,1,1,1,0,0,1
9.0,100,7,79,1.0,2,66.0,1,1,2,1,2,3,3,1,0,1,0,0,0
13.0,72,8,52,3.0,4,65.0,3,1,2,3,3,3,1,1,1,1,0,1,0
18.0,95,8,96,3.0,6,73.0,3,2,2,2,1,1,3,1,0,1,0,0,0
18.0,87,8,57,3.0,4,66.0,1,1,2,3,3,3,1,1,0,0,0,0,0
13.0,74,7,61,2.0,3,65.0,3,3,2,1,2,3,1,2,1,1,0,0,0
22.0,82,7,58,0.0,4,68.0,3,2,2,2,2,1,2,1,1,1,0,0,0
22.0,94,7,75,0.0,3,69.0,2,2,1,1,3,2,1,1,1,1,0,0,0
19.0,95,6,91,1.0,4,72.0,3,1,3,2,3,2,2,1,1,1,0,0,0
15.0,66,9,63,3.0,3,63.0,2,2,2,2,2,2,1,1,0,1,0,1,0
26.0,74,8,57,0.0,1,65.0,2,1,2,2,2,3,1,1,0,1,0,1,0
30.0,73,9,70,0.0,4,69.0,2,3,1,2,2,1,2,1,1,1,0,0,0
17.0,62,6,99,2.0,3,62.0,1,3,2,2,2,1,1,3,0,1,0,1,1
16.0,84,8,51,0.0,3,66.0,3,2,1,2,2,1,3,1,1,1,0,0,1
23.0,94,9,75,3.0,2,69.0,1,1,2,1,2,2,3,2,1,1,0,1,1
18.0,75,9,83,2.0,4,67.0,2,3,2,1,2,3,3,2,1,1,1,0,1
19.0,90,5,90,0.0,2,67.07012148239274,3,2,1,1,2,2,2,3,1,1,0,0,1
24.0,85,7,87,2.0,2,71.0,2,2,3,2,2,2,1,1,1,1,0,1,1
9.0,75,7,54,2.0,4,61.0,2,2,1,1,2,3,1,1,0,1,0,0,1
28.0,66,9,73,2.0,2,68.0,2,3,2,1,2,3,2,1,1,1,0,0,0
20.0,88,4,54,0.0,4,66.0,2,2,1,3,1,1,1,1,0,1,0,0,0
18.0,94,5,81,0.0,5,71.0,3,3,2,3,1,1,1,1,1,1,0,0,1
19.0,87,9,54,3.0,4,66.0,2,1,1,1,3,3,1,2,0,1,0,0,1
20.0,61,6,52,2.0,2,60.0,2,1,2,1,1,1,3,1,0,1,0,1,0
10.0,69,5,65,0.0,3,60.0,2,2,1,2,2,3,1,1,1,1,0,1,1
29.0,63,9,97,3.0,3,66.0,1,1,3,2,3,1,1,1,1,0,0,0,0
20.0,83,5,85,1.0,2,67.0,1,2,2,3,3,2,2,3,1,1,0,0,0
23.0,90,9,50,1.2926987210620042,3,67.0,1,1,1,2,2,2,1,2,0,1,0,1,0
26.0,64,5,64,2.0,1,64.0,2,2,2,3,2,1,1,1,0,1,0,0,0
14.0,94,5,51,0.0,3,66.0,2,2,2,2,3,2,2,1,0,1,0,0,0
23.0,82,7,65,1.0,3,68.0,1,3,3,2,3,1,1,1,0,1,0,0,1
18.0,88,6,84,1.0,3,70.0,1,3,2,2,3,3,3,2,1,1,0,0,1
25.0,99,7,88,3.0,4,75.0,2,3,2,1,2,3,2,2,1,1,0,1,1
7.0,63,10,90,0.0,2,67.07012148239274,3,3,2,1,2,3,1,2,1,1,1,1,0
19.0,96,7,95,3.0,3,73.0,2,2,3,2,3,1,2,1,1,1,0,1,1
16.0,65,9,68,1.0,3,61.0,1,2,2,3,2,2,1,2,0,1,0,0,0
23.0,76,7,93,0.0,6,68.0,3,3,2,2,2,1,1,2,0,1,0,1,0
23.0,94,8,86,1.0,0,70.0,3,2,2,1,3,2,2,3,0,1,0,0,1
16.0,96,4,77,1.0,2,71.0,2,2,3,3,3,3,1,1,1,1,0,0,0
16.0,80,8,98,2.0,4,71.0,2,3,3,2,3,3,3,1,1,1,0,1,0
19.0,84,8,97,2.0,1,68.0,2,2,3,2,2,2,2,1,0,1,1,0,0
15.0,88,6,95,2.0,4,70.0,3,3,2,1,2,1,1,1,1,1,0,0,1
25.0,93,10,60,1.0,3,70.0,2,2,1,2,2,3,2,2,1,1,0,0,0
18.0,65,6,60,0.0,3,62.0,3,2,1,2,3,2,1,2,1,1,0,1,1
19.969226081657524,92,5,95,3.0,1,67.0,1,3,3,2,2,2,3,1,1,1,0,0,1
18.0,79,8,70,3.0,3,68.0,2,2,3,2,2,3,2,1,0,1,0,0,1
14.0,78,5,90,1.0,3,68.0,3,3,2,2,2,2,3,1,1,1,0,0,1
10.0,77,7,84,2.0,1,64.0,3,3,1,1,3,2,1,3,0,1,0,1,0
13.0,80,9,88,1.0,3,68.0,3,2,2,3,3,3,3,1,0,1,0,0,0
21.0,98,8,51,0.0,3,69.0,3,1,2,2,2,2,1,1,1,1,0,0,0
28.0,82,7,71,1.0,3,70.0,3,2,1,2,3,2,1,1,0,1,0,0,0
22.0,98,6,93,1.2926987210620042,4,73.0,2,2,2,1,2,2,1,1,1,1,0,0,1
16.0,67,9,74,1.0,3,66.0,2,3,2,3,3,3,3,2,1,1,0,0,0
23.0,89,5,85,0.0,3,68.0,2,1,1,1,2,3,3,2,0,1,0,0,0
17.0,92,8,88,1.0,3,68.0,2,1,3,3,2,2,1,1,1,0,0,0,1
16.0,87,10,56,2.0,0,65.0,2,1,1,2,3,2,3,2,1,1,0,1,1
13.0,84,8,58,2.0,3,66.0,2,2,3,1,1,2,3,1,1,1,0,0,1
9.0,83,7,86,0.0,1,62.0,1,3,2,1,2,1,2,3,1,1,0,0,1
18.0,94,7,53,3.0,2,67.0,1,1,1,2,3,2,1,1,1,1,0,1,1
21.0,93,6,67,1.0,3,73.0,3,2,3,2,3,3,3,1,1,1,0,0,1
19.0,65,6,96,2.0,2,65.0,1,2,2,2,3,2,3,1,1,1,0,1,0
18.0,94,7,79,2.0,4,70.0,1,3,3,3,2,2,1,1,0,1,0,1,1
14.0,77,8,96,3.0,2,68.0,2,3,2,2,2,2,3,1,1,1,0,0,0
24.0,70,9,65,3.0,3,67.0,2,3,2,2,1,3,1,2,1,1,0,1,0
12.0,95,4,82,2.0,3,66.0,2,1,3,1,2,1,1,2,1,1,0,0,0
25.0,77,4,64,3.0,4,65.0,1,2,1,1,2,2,2,1,0,1,1,0,1
14.0,92,9,56,1.0,4,66.0,1,3,1,2,2,2,1,2,1,1,0,0,1
15.0,71,7,100,2.0,4,66.0,3,3,1,1,1,2,1,1,0,1,0,0,0
11.0,60,7,59,2.0,1,60.0,3,2,3,1,2,3,2,2,0,1,0,0,0
17.0,80,8,59,0.0,4,66.0,1,3,2,3,3,1,2,1,1,1,0,0,1
26.0,64,7,92,2.0,4,68.0,2,3,1,1,3,3,2,2,1,1,0,1,1
23.0,90,10,90,3.0,5,72.0,2,2,1,1,2,3,1,1,1,1,0,0,0
26.0,71,8,99,1.0,3,68.0,3,1,2,2,2,3,2,1,0,0,0,0,0
23.0,78,6,54,0.0,3,67.0,2,2,3,1,2,2,3,1,1,1,0,0,1
13.0,63,6,55,0.0,4,62.0,2,3,3,2,1,3,3,1,0,1,0,0,0
18.0,71,7,72,0.0,5,66.0,2,2,3,3,3,3,2,2,0,1,0,0,1
15.0,91,6,80,0.0,3,69.0,2,3,2,1,2,3,3,1,0,1,0,1,0
28.0,66,10,52,0.0,3,64.0,2,2,1,1,3,3,1,1,0,1,0,0,0
13.0,86,7,58,0.0,3,63.0,2,1,2,2,2,3,1,1,0,0,0,1,0
25.0,97,5,85,2.0,2,74.0,3,1,2,3,2,3,1,1,1,1,0,0,0
25.0,87,8,83,0.0,4,72.0,2,3,2,2,3,3,2,2,1,1,0,1,0
31.0,92,9,54,1.0,3,71.0,2,2,2,1,2,3,2,1,1,0,0,1,0
18.0,64,9,97,2.0,3,64.0,3,1,2,2,2,1,1,2,1,1,0,0,1
24.0,70,6,63,0.0,3,65.0,3,3,1,1,2,2,1,1,0,0,0,0,0
34.0,96,5,94,1.0,5,75.0,2,2,3,2,3,1,1,2,1,1,1,0,1
16.0,89,9,96,2.0,3,69.0,2,3,2,2,1,3,2,3,0,1,0,0,0
11.0,86,5,75,1.0,4,65.0,2,2,2,2,1,2,3,2,0,1,0,0,1
9.0,87,8,71,0.0,1,60.0,1,1,1,1,3,2,2,2,0,0,0,0,0
24.0,77,6,64,2.0,4,69.0,2,2,2,3,2,3,1,1,1,1,0,0,0
9.0,62,9,90,1.2926987210620042,4,65.0,3,3,3,3,2,2,2,3,1,1,0,0,0
18.0,91,5,60,0.0,4,67.0,2,1,1,3,3,3,1,2,1,1,0,1,0
23.0,87,6,81,1.2926987210620042,2,70.0,1,3,1,2,3,2,1,3,0,1,0,1,1
21.0,79,8,78,1.0,4,66.0,1,2,1,1,3,3,2,2,1,1,0,0,1
23.0,96,8,62,0.0,4,69.0,2,2,2,1,3,2,1,2,1,1,0,0,1
21.0,73,9,99,2.0,3,69.0,2,2,2,2,3,2,3,1,1,1,0,0,0
28.0,72,8,92,1.0,2,68.0,2,3,1,2,2,1,1,1,1,1,0,0,1
14.0,95,8,51,1.2926987210620042,4,70.0,2,2,2,2,2,3,2,1,1,1,0,1,1
16.0,92,9,71,2.0,2,66.0,1,2,3,1,2,2,1,2,0,1,0,1,1
15.0,81,5,68,0.0,3,65.0,2,3,1,2,3,3,1,1,0,0,0,0,1
25.0,65,6,94,1.0,4,65.0,2,1,2,1,3,1,2,1,0,1,0,0,0
25.0,69,5,63,1.0,2,65.0,2,1,2,3,2,2,1,1,1,1,0,1,0
23.0,86,4,100,0.0,3,69.0,2,1,2,1,3,1,3,1,1,1,0,0,0
27.0,75,8,60,1.2926987210620042,2,69.0,2,2,2,2,2,3,3,2,0,1,0,0,1
13.0,93,9,62,0.0,3,65.0,3,2,1,1,2,2,1,2,0,1,0,1,0
30.0,98,8,83,1.0,3,67.07012148239274,3,3,3,1,3,2,1,1,1,0,0,0,1
29.0,92,8,58,2.0,3,72.0,3,2,1,2,1,2,2,1,0,1,0,1,0
24.0,75,7,94,2.0,4,67.0,1,2,2,2,3,1,1,1,0,1,0,0,0
31.0,92,7,55,3.0,3,74.0,2,3,2,1,3,3,1,1,1,1,0,0,0
10.0,74,10,99,2.0,3,66.0,2,2,3,2,3,2,2,1,1,1,0,0,0
17.0,67,9,94,2.0,3,66.0,3,3,2,1,1,3,1,1,1,1,0,1,1
16.0,61,6,92,1.2926987210620042,3,66.0,3,2,3,3,3,2,1,1,0,1,0,0,0
24.0,75,9,70,1.2926987210620042,5,71.0,3,1,3,3,3,1,2,1,1,1,0,0,1
14.0,96,9,76,0.0,3,66.0,1,2,2,1,3,2,1,2,0,1,0,0,0
25.0,70,8,73,1.0,2,65.0,3,1,3,1,1,1,3,1,0,1,0,0,0
28.0,68,8,99,1.0,3,69.0,3,1,2,3,2,2,1,1,1,1,0,0,1
24.0,99,8,52,1.0,2,69.0,1,2,1,1,3,1,1,1,1,1,0,0,0
22.0,61,5,69,2.0,2,63.0,2,2,1,1,3,2,1,3,1,1,0,0,1
14.0,91,5,98,0.0,3,68.0,2,1,3,3,3,2,1,1,0,1,0,0,1
15.0,73,8,68,1.0,3,64.0,2,2,2,3,2,2,1,1,0,1,0,0,1
27.0,61,5,70,2.0,2,64.0,2,2,2,1,1,2,2,1,0,1,0,0,0
25.0,97,5,82,1.0,5,73.0,3,2,3,1,3,1,2,2,1,1,0,0,0
20.0,66,4,95,2.0,2,66.0,3,1,3,3,2,2,1,2,1,1,0,0,1
17.0,82,6,65,1.2926987210620042,3,67.0,3,2,1,1,2,3,1,2,0,1,0,1,1
8.0,71,8,97,3.0,1,63.0,2,3,2,2,2,2,1,1,1,1,1,1,1
14.0,63,8,64,1.0,3,61.0,2,2,3,1,2,2,1,2,1,1,0,0,0
31.0,62,8,91,1.2926987210620042,4,71.0,2,2,3,3,3,3,1,2,1,1,0,0,0
12.0,65,6,64,1.0,3,61.0,2,1,2,2,2,3,2,1,1,1,0,0,1
21.0,63,7,54,1.0,3,62.0,1,2,1,2,2,3,2,2,1,1,0,1,1
26.0,90,8,91,1.0,4,74.0,3,3,2,3,3,2,1,1,1,1,1,1,0
12.0,79,8,73,2.0,4,65.0,2,2,2,2,2,2,1,1,0,1,0,1,0
21.0,74,6,70,2.0,3,64.0,1,1,1,1,3,3,1,2,1,1,0,0,1
26.0,77,7,71,1.0,4,66.0,1,1,2,2,3,2,3,2,0,1,0,0,0
20.0,97,4,81,1.0,2,72.0,3,3,2,2,2,3,1,1,1,1,1,0,0
19.969226081657524,96,7,63,0.0,4,67.07012148239274,2,3,2,2,3,3,1,1,1,1,0,1,0
10.0,89,6,62,1.2926987210620042,3,67.0,2,2,2,1,2,3,3,2,1,1,0,0,0
26.0,95,9,74,3.0,3,71.0,3,2,1,1,2,2,1,1,0,1,1,1,1
19.0,73,6,52,1.0,3,65.0,2,3,2,2,2,3,1,1,0,1,0,0,0
25.0,75,7,82,3.0,4,68.0,1,1,2,2,3,1,3,1,1,1,0,1,0
23.0,85,6,91,1.0,3,68.0,2,2,1,1,3,2,1,3,1,1,0,0,0
16.0,85,6,86,3.0,2,67.0,1,3,1,3,3,2,1,3,1,1,0,1,0
21.0,79,8,73,1.0,2,64.0,1,2,2,1,1,2,1,1,0,1,0,0,1
9.0,76,6,78,0.0,4,60.0,3,1,1,2,2,1,3,1,0,0,1,0,0
24.0,99,10,51,1.0,3,70.0,2,2,1,1,2,2,1,1,0,1,0,0,0
22.0,93,4,96,1.0,2,73.0,2,3,3,3,1,3,2,1,1,1,0,1,0
24.0,77,8,78,2.0,3,69.0,2,2,1,3,3,3,1,2,1,1,0,1,0
26.0,89,7,66,0.0,5,70.0,2,3,2,1,2,2,2,1,0,1,1,0,0
22.0,71,7,65,1.0,3,64.0,2,2,1,1,2,2,2,1,0,1,0,0,0
21.0,64,7,83,2.0,3,64.0,1,3,3,1,1,2,1,2,1,1,0,0,1
15.0,74,8,79,0.0,3,65.0,2,3,2,3,2,1,2,1,1,1,0,0,0
16.0,76,7,59,0.0,2,62.0,2,2,1,1,2,2,2,1,0,1,0,0,1
27.0,61,9,70,0.0,2,64.0,2,2,2,2,2,2,1,1,1,1,0,0,0
29.0,93,7,84,0.0,3,72.0,2,2,2,3,2,2,2,2,1,1,0,0,0
19.0,74,5,65,1.0,3,64.0,1,2,3,1,3,3,1,1,1,0,0,0,0
20.0,83,7,75,0.0,4,67.0,2,2,2,2,2,2,1,1,1,1,0,0,1
15.0,63,9,63,1.2926987210620042,3,64.0,3,3,1,3,3,1,2,1,1,0,0,1,0
27.0,67,6,54,0.0,2,61.0,2,1,2,2,1,1,1,3,0,1,0,1,0
24.0,96,5,69,1.0,4,72.0,3,2,2,1,2,3,1,1,1,1,0,0,0
32.0,84,8,87,2.0,1,70.0,2,2,2,2,2,3,1,3,1,0,0,0,0
15.0,98,8,61,1.2926987210620042,2,70.0,3,2,2,1,2,3,1,2,0,1,0,0,1
18.0,100,6,88,2.0,2,71.0,2,2,2,2,2,2,2,2,0,1,0,0,0
21.0,75,7,83,1.0,2,68.0,3,3,1,2,2,3,2,1,0,1,0,0,1
24.0,72,7,75,3.0,2,68.0,2,2,2,3,2,2,2,1,0,1,0,1,1
19.0,94,7,99,0.0,1,70.0,3,3,2,1,2,2,1,1,0,1,1,0,0
15.0,100,8,94,2.0,3,73.0,3,3,3,2,3,1,2,1,0,1,0,0,0
25.0,85,6,78,2.0,1,69.0,2,3,1,2,3,2,1,3,0,1,0,0,1
24.0,92,8,78,0.0,3,71.0,3,2,3,2,2,2,1,1,0,1,0,0,0
15.0,91,6,64,1.0,3,64.0,2,1,1,1,3,3,1,1,0,1,1,0,0
28.0,74,9,96,0.0,3,68.0,2,2,1,2,2,2,1,1,0,1,0,1,1
27.0,83,10,95,0.0,4,69.0,2,2,2,3,1,2,1,2,0,1,0,1,1
21.0,93,6,87,1.0,2,70.0,1,3,2,1,3,3,1,1,0,1,0,0,1
20.0,88,5,56,1.0,4,67.0,2,2,2,1,2,2,1,1,0,1,0,0,1
23.0,61,8,85,1.0,0,66.0,3,2,2,2,3,3,1,1,1,1,0,1,0
15.0,73,7,63,2.0,5,65.0,3,2,2,2,2,2,3,2,0,1,0,0,0
20.0,66,8,59,1.2926987210620042,3,66.0,3,2,1,2,2,3,2,1,1,1,0,0,0
7.0,69,6,88,0.0,4,61.0,2,1,2,1,3,1,3,1,1,1,0,1,1
25.0,96,7,98,0.0,2,71.0,2,1,2,1,2,3,1,1,0,1,0,0,1
11.0,61,6,55,1.2926987210620042,3,60.0,1,3,2,3,1,2,1,3,1,1,0,0,0
29.0,69,7,58,1.0,2,66.0,2,2,2,1,1,3,2,1,1,1,0,0,0
18.0,72,5,61,1.0,4,61.0,1,1,1,2,2,1,2,2,1,1,0,1,0
19.0,85,7,98,2.0,3,68.0,2,2,3,2,2,1,1,2,1,1,1,0,1
16.0,81,5,85,2.0,3,68.0,3,2,3,1,2,3,2,1,1,0,0,0,0
18.0,69,6,84,2.0,4,65.0,2,2,2,1,2,3,1,1,1,1,0,0,0
29.0,67,7,75,3.0,1,65.0,1,3,2,1,2,2,1,1,0,0,0,0,1
5.0,69,8,77,2.0,2,60.0,2,2,2,1,3,1,2,1,1,0,0,0,1
28.0,80,8,65,2.0,2,67.0,2,1,1,1,2,2,2,1,0,1,0,1,0
22.0,71,8,58,2.0,4,65.0,2,3,2,1,2,1,2,1,0,0,0,0,1
13.0,98,5,89,1.0,3,70.0,2,3,3,3,2,1,1,1,1,1,0,0,0
14.0,79,9,74,1.0,4,64.0,2,2,2,2,2,2,1,1,0,1,0,0,0
30.0,62,6,63,2.0,4,68.0,3,2,2,1,3,3,1,2,1,1,0,0,0
14.0,89,6,82,2.0,4,69.0,2,3,3,2,2,1,2,2,0,1,0,0,1
13.0,73,7,60,0.0,3,65.0,3,2,3,3,3,2,2,1,1,1,0,0,1
27.0,86,6,74,2.0,3,71.0,2,2,2,3,3,2,1,1,0,1,0,1,0
22.0,71,8,60,1.0,4,65.0,2,2,1,2,3,2,1,2,1,1,0,0,1
14.0,83,8,88,0.0,2,65.0,3,2,1,3,2,1,1,2,1,1,1,0,0
21.0,91,6,66,0.0,2,68.0,2,2,3,2,2,3,2,3,1,1,1,0,1
14.0,97,7,72,1.0,3,66.0,1,2,3,1,1,2,1,1,0,1,0,0,1
27.0,70,7,88,1.0,3,65.0,1,1,2,3,2,2,1,1,1,0,0,0,0
26.0,73,8,83,2.0,4,71.0,3,3,1,2,2,3,2,1,1,1,0,0,0
23.0,79,6,70,3.0,4,68.0,2,1,2,2,3,1,3,2,1,1,0,0,1
22.0,97,6,54,2.0,2,70.0,2,2,2,3,2,2,2,1,1,0,0,0,0
31.0,96,5,96,3.0,2,74.0,1,2,1,1,3,2,2,1,0,1,0,1,1
20.0,64,6,50,0.0,2,62.0,1,3,3,1,2,2,1,1,1,1,0,1,0
13.0,65,5,87,1.0,2,61.0,3,2,1,2,2,3,1,2,0,1,1,0,1
23.0,80,6,97,0.0,3,70.0,3,3,2,2,2,2,1,1,1,1,0,1,0
33.0,64,9,65,0.0,2,65.0,2,1,2,2,2,1,2,2,1,1,0,0,0
14.0,74,8,54,2.0,2,62.0,2,2,3,1,1,2,1,2,1,1,0,0,0
18.0,66,9,62,2.0,4,65.0,3,3,2,3,2,2,1,2,0,1,0,0,1
22.0,85,6,66,0.0,4,68.0,2,3,1,1,2,3,2,1,0,1,0,1,0
20.0,98,4,73,2.0,1,70.0,3,2,2,2,1,3,1,3,1,1,0,1,0
14.0,100,7,76,1.0,3,68.0,1,2,1,2,2,2,3,1,0,1,0,1,1
27.0,75,10,86,3.0,6,69.0,2,1,2,2,2,3,3,1,0,0,0,1,1
34.0,84,6,95,1.0,3,73.0,3,2,2,1,2,2,3,3,1,1,0,1,0
21.0,94,7,73,1.0,5,71.0,2,2,2,2,2,3,2,1,1,1,0,1,1
15.0,65,5,87,0.0,4,63.0,3,1,2,1,3,2,1,1,1,1,0,1,1
11.0,88,7,56,2.0,2,66.0,2,3,1,2,2,2,2,1,1,1,0,0,0
22.0,76,7,66,1.0,4,67.0,1,3,1,1,3,3,3,1,1,1,0,1,0
27.0,68,4,56,0.0,1,64.0,3,1,2,1,3,2,1,1,0,1,0,0,1
23.0,76,5,85,1.0,3,66.0,1,2,2,2,1,2,1,1,1,1,0,0,1
20.0,63,5,95,2.0,3,69.0,3,3,2,3,3,3,2,1,1,1,0,0,0
16.0,88,5,94,1.2926987210620042,6,72.0,3,2,3,2,2,3,2,2,1,1,0,1,0
13.0,70,6,66,1.0,4,63.0,3,2,2,2,2,1,1,1,1,1,0,0,0
25.0,72,8,62,2.0,2,67.0,3,2,2,1,2,3,1,1,1,1,0,0,1
25.0,65,6,64,1.0,4,64.0,2,1,2,2,2,1,2,1,0,1,0,1,0
11.0,95,9,64,1.2926987210620042,4,68.0,2,2,3,1,2,3,1,2,1,1,0,0,0
30.0,80,6,54,1.0,3,71.0,3,3,3,3,2,3,1,2,0,1,0,0,1
23.0,83,7,57,2.0,4,67.0,1,2,2,2,3,3,1,2,1,0,0,0,1
28.0,83,8,61,1.0,5,67.0,1,2,2,1,2,1,3,1,0,1,1,1,0
12.0,76,9,50,2.0,3,64.0,2,2,2,2,3,1,2,1,1,1,0,0,0
12.0,68,6,52,1.2926987210620042,3,63.0,1,3,1,3,3,2,2,1,0,1,0,0,0
19.0,90,8,85,2.0,4,72.0,3,3,2,2,2,2,2,1,0,1,0,0,0
23.0,65,6,81,2.0,2,63.0,2,1,1,1,2,2,1,1,1,1,0,0,1
31.0,64,10,97,2.0,4,67.0,2,3,1,2,2,1,1,3,0,1,0,1,1
24.0,88,5,70,1.0,2,68.0,2,1,2,1,2,3,3,1,1,0,0,1,0
19.0,68,8,72,2.0,3,64.0,3,1,3,1,3,2,2,3,1,1,0,1,0
14.0,72,9,53,1.2926987210620042,3,65.0,3,2,2,2,2,1,3,1,0,1,0,0,0
27.0,79,5,58,2.0,1,68.0,1,2,3,2,2,2,3,3,1,1,0,1,1
14.0,78,8,85,2.0,4,66.0,3,2,2,1,2,1,1,1,1,1,0,1,0
30.0,88,6,62,1.2926987210620042,5,73.0,2,2,3,1,2,3,2,3,1,1,0,1,1
18.0,85,10,89,1.0,3,68.0,2,1,2,3,2,3,1,1,1,1,0,1,1
30.0,86,4,85,2.0,5,72.0,3,2,3,2,2,2,3,3,0,1,1,1,0
24.0,89,5,87,3.0,0,70.0,2,2,2,3,2,2,1,1,1,0,0,0,1
19.0,72,5,85,1.0,4,66.0,2,2,3,1,2,2,2,1,1,1,0,1,1
